occ_code,occ_title,total_employment,employment_prse,mean_wage_prse,mean_annual,mean_annual_topcoded,median_annual,median_annual_topcoded,pct10_annual,pct25_annual,pct75_annual,pct90_annual,year
17-3021,Aerospace Engineering and Operations Technologists and Technicians,9060,4.3,1.4,86330.0,False,79830.0,False,53730.0,64570.0,102220.0,120440.0,2024
17-3022,Civil Engineering Technologists and Technicians,62130,2.2,1.1,68450.0,False,64200.0,False,43550.0,51730.0,79550.0,97840.0,2024
17-3023,Electrical and Electronic Engineering Technologists and Technicians,92710,1.4,0.4,78580.0,False,77180.0,False,48250.0,60610.0,94810.0,111790.0,2024
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14680,3.0,0.9,75710.0,False,70760.0,False,47770.0,58570.0,87320.0,109580.0,2024
17-3025,Environmental Engineering Technologists and Technicians,12500,6.4,1.3,63070.0,False,58890.0,False,39670.0,48250.0,75290.0,92280.0,2024
17-3026,Industrial Engineering Technologists and Technicians,73410,1.1,0.6,69780.0,False,64790.0,False,46370.0,53230.0,79040.0,97670.0,2024
17-3027,Mechanical Engineering Technologists and Technicians,37450,2.4,0.7,72450.0,False,68730.0,False,46940.0,57330.0,82980.0,100890.0,2024
17-3028,Calibration Technologists and Technicians,15320,4.5,1.5,71080.0,False,65040.0,False,44730.0,52250.0,83600.0,105440.0,2024
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",64410,2.3,0.8,79740.0,False,77390.0,False,47010.0,59700.0,97760.0,114630.0,2024
17-3031,Surveying and Mapping Technicians,56720,2.6,0.7,56890.0,False,51940.0,False,36910.0,44180.0,65240.0,80870.0,2024
19-1011,Animal Scientists,2470,10.2,10.9,104970.0,False,79120.0,False,48440.0,59610.0,128450.0,235750.0,2024
19-1012,Food Scientists and Technologists,14370,5.9,1.7,92190.0,False,85310.0,False,49580.0,65240.0,111700.0,141860.0,2024
19-1013,Soil and Plant Scientists,16600,4.9,2.9,83040.0,False,71410.0,False,45320.0,57950.0,98110.0,131440.0,2024
19-1021,Biochemists and Biophysicists,34520,3.6,1.4,115570.0,False,103650.0,False,64890.0,78730.0,134460.0,168900.0,2024
19-1022,Microbiologists,19760,4.0,0.9,95200.0,False,87330.0,False,51220.0,63920.0,120750.0,150650.0,2024
19-1023,Zoologists and Wildlife Biologists,16920,2.3,0.6,77920.0,False,72860.0,False,48240.0,58360.0,90590.0,113350.0,2024
19-1029,"Biological Scientists, All Other",59710,1.9,0.8,100440.0,False,93330.0,False,54500.0,67950.0,121350.0,159780.0,2024
19-1031,Conservation Scientists,25590,2.2,0.7,74310.0,False,67950.0,False,45260.0,53190.0,87980.0,107720.0,2024
19-1032,Foresters,9650,4.3,1.5,74670.0,False,70660.0,False,49240.0,58810.0,85450.0,103220.0,2024
19-1041,Epidemiologists,11460,2.6,1.6,94160.0,False,83980.0,False,56950.0,68040.0,106040.0,134860.0,2024
19-1042,"Medical Scientists, Except Epidemiologists",156300,1.3,0.9,112690.0,False,100590.0,False,61860.0,77260.0,133870.0,168210.0,2024
19-1099,"Life Scientists, All Other",7320,5.2,2.7,101940.0,False,87800.0,False,52360.0,66340.0,123720.0,168860.0,2024
19-2011,Astronomers,1560,8.4,3.2,134430.0,False,132170.0,False,70730.0,94990.0,177690.0,191880.0,2024
19-2012,Physicists,21340,2.2,0.8,166000.0,False,166290.0,False,80020.0,117450.0,210260.0,,2024
19-2021,Atmospheric and Space Scientists,8780,2.7,1.3,103980.0,False,97450.0,False,49990.0,69440.0,128940.0,160710.0,2024
19-2031,Chemists,83250,2.5,1.0,95940.0,False,84150.0,False,53210.0,63930.0,120210.0,154430.0,2024
19-2032,Materials Scientists,8330,5.9,1.4,111410.0,False,104160.0,False,61460.0,79980.0,134140.0,168500.0,2024
19-2041,"Environmental Scientists and Specialists, Including Health",84930,1.5,0.7,88640.0,False,80060.0,False,50130.0,62090.0,103730.0,134830.0,2024
19-2042,"Geoscientists, Except Hydrologists and Geographers",22510,3.6,1.9,111310.0,False,99240.0,False,58790.0,72440.0,134350.0,178880.0,2024
19-2043,Hydrologists,5720,3.9,1.2,98130.0,False,92060.0,False,60010.0,73330.0,114940.0,139420.0,2024
19-2099,"Physical Scientists, All Other",22580,2.4,1.0,123070.0,False,117960.0,False,61990.0,82450.0,154900.0,191880.0,2024
19-3011,Economists,15880,2.8,1.4,130910.0,False,115440.0,False,62340.0,82260.0,166030.0,212710.0,2024
19-3022,Survey Researchers,7720,8.2,3.5,73470.0,False,63380.0,False,36950.0,46110.0,85370.0,118730.0,2024
19-3032,Industrial-Organizational Psychologists,1050,24.7,11.6,134400.0,False,109840.0,False,51880.0,80790.0,198170.0,224590.0,2024
19-3033,Clinical and Counseling Psychologists,72190,2.8,1.7,106850.0,False,95830.0,False,50470.0,67470.0,131510.0,170150.0,2024
19-3034,School Psychologists,63830,2.4,0.7,93610.0,False,86930.0,False,60880.0,73240.0,108210.0,132320.0,2024
19-3039,"Psychologists, All Other",17790,4.0,1.1,111340.0,False,117580.0,False,51410.0,73820.0,145200.0,163570.0,2024
19-3041,Sociologists,2950,7.2,2.2,111670.0,False,101690.0,False,60710.0,78150.0,134780.0,168590.0,2024
19-3051,Urban and Regional Planners,43040,1.4,0.5,89730.0,False,83720.0,False,55590.0,66210.0,104450.0,128550.0,2024
19-3091,Anthropologists and Archeologists,8070,6.2,1.4,71070.0,False,64910.0,False,44510.0,51240.0,83080.0,104510.0,2024
19-3092,Geographers,1380,3.2,0.8,98160.0,False,97200.0,False,62390.0,75590.0,117190.0,133680.0,2024
19-3093,Historians,3140,8.8,1.2,78470.0,False,74050.0,False,38630.0,55190.0,96330.0,128500.0,2024
19-3094,Political Scientists,5950,3.7,1.1,137600.0,False,139380.0,False,74750.0,103030.0,172050.0,191880.0,2024
19-3099,"Social Scientists and Related Workers, All Other",36970,1.8,0.6,106440.0,False,100340.0,False,62570.0,79210.0,127880.0,160810.0,2024
19-4012,Agricultural Technicians,14340,4.9,1.2,49680.0,False,46790.0,False,32860.0,38480.0,59370.0,69010.0,2024
19-4013,Food Science Technicians,14200,3.0,0.8,54400.0,False,49430.0,False,37760.0,43990.0,60940.0,75100.0,2024
19-4021,Biological Technicians,76190,1.7,0.6,58020.0,False,52000.0,False,38060.0,45380.0,66410.0,81990.0,2024
19-4031,Chemical Technicians,55640,2.1,0.8,61300.0,False,57790.0,False,39030.0,46680.0,72940.0,90990.0,2024
19-4042,"Environmental Science and Protection Technicians, Including Health",39390,2.5,1.3,56770.0,False,49490.0,False,36130.0,38050.0,64170.0,85630.0,2024
19-4043,"Geological Technicians, Except Hydrologic Technicians",9710,8.6,3.1,58220.0,False,48390.0,False,32830.0,39200.0,64470.0,92210.0,2024
19-4044,Hydrologic Technicians,2940,7.9,1.5,64410.0,False,58570.0,False,40330.0,47450.0,79790.0,94310.0,2024
19-4051,Nuclear Technicians,5990,2.6,1.0,100730.0,False,104240.0,False,64370.0,83330.0,113710.0,126890.0,2024
19-4061,Social Science Research Assistants,32940,3.2,1.3,63560.0,False,58040.0,False,36410.0,46190.0,73060.0,100620.0,2024
19-4071,Forest and Conservation Technicians,31080,1.3,0.3,56660.0,False,54310.0,False,36190.0,42560.0,66020.0,80790.0,2024
19-4092,Forensic Science Technicians,19450,1.8,0.9,75260.0,False,67440.0,False,45560.0,53310.0,88710.0,110710.0,2024
19-4099,"Life, Physical, and Social Science Technicians, All Other",71400,1.9,0.7,64640.0,False,60130.0,False,37310.0,46270.0,77990.0,101870.0,2024
19-5011,Occupational Health and Safety Specialists,128430,1.7,0.6,88660.0,False,83910.0,False,50610.0,64410.0,105390.0,130460.0,2024
19-5012,Occupational Health and Safety Technicians,31450,3.3,1.2,63800.0,False,58440.0,False,40550.0,49510.0,74810.0,94670.0,2024
21-1012,"Educational, Guidance, and Career Counselors and Advisors",342350,0.6,0.4,71520.0,False,65140.0,False,43580.0,51690.0,83490.0,105870.0,2024
21-1013,Marriage and Family Therapists,65870,4.0,2.6,72720.0,False,63780.0,False,42610.0,48600.0,85020.0,111610.0,2024
21-1015,Rehabilitation Counselors,88930,1.8,0.6,51260.0,False,46110.0,False,34480.0,38700.0,59040.0,77200.0,2024
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",440380,1.0,0.6,65100.0,False,59190.0,False,39090.0,47170.0,76230.0,98210.0,2024
21-1019,"Counselors, All Other",33340,4.9,2.0,58070.0,False,49830.0,False,36160.0,42760.0,66510.0,91420.0,2024
21-1021,"Child, Family, and School Social Workers",382960,0.8,0.4,62920.0,False,58570.0,False,40580.0,47480.0,74060.0,94030.0,2024
21-1022,Healthcare Social Workers,185940,1.1,0.6,72030.0,False,68090.0,False,45030.0,55360.0,83410.0,100870.0,2024
21-1023,Mental Health and Substance Abuse Social Workers,125910,2.5,1.9,68290.0,False,60060.0,False,39620.0,46550.0,78980.0,104130.0,2024
21-1029,"Social Workers, All Other",64940,1.9,0.4,74680.0,False,69480.0,False,44530.0,52010.0,95390.0,112740.0,2024
21-1091,Health Education Specialists,65150,1.9,0.6,71700.0,False,63000.0,False,42210.0,49880.0,84460.0,112900.0,2024
21-1092,Probation Officers and Correctional Treatment Specialists,86820,0.4,0.2,71530.0,False,64520.0,False,45390.0,52580.0,84030.0,106290.0,2024
21-1093,Social and Human Service Assistants,424220,0.9,0.4,47090.0,False,45120.0,False,33280.0,37770.0,53040.0,63850.0,2024
21-1094,Community Health Workers,60730,2.2,0.6,55970.0,False,51030.0,False,37930.0,44370.0,63150.0,78560.0,2024
21-1099,"Community and Social Service Specialists, All Other",110390,2.0,0.5,58360.0,False,54940.0,False,36470.0,45420.0,67590.0,83210.0,2024
21-2011,Clergy,58080,2.4,1.3,67160.0,False,60820.0,False,37140.0,47220.0,76340.0,99720.0,2024
21-2021,"Directors, Religious Activities and Education",21460,4.2,2.4,65040.0,False,54840.0,False,33990.0,42210.0,74990.0,106530.0,2024
21-2099,"Religious Workers, All Other",12170,9.0,3.2,49830.0,False,45120.0,False,29120.0,34700.0,60310.0,75920.0,2024
23-1011,Lawyers,747750,0.8,2.2,182760.0,False,151160.0,False,72780.0,99760.0,215420.0,,2024
23-1012,Judicial Law Clerks,13220,1.6,0.5,69850.0,False,60400.0,False,42000.0,49840.0,78060.0,113150.0,2024
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",16230,0.4,0.3,122620.0,False,115230.0,False,56970.0,76920.0,161290.0,203990.0,2024
23-1022,"Arbitrators, Mediators, and Conciliators",7860,8.3,11.7,91170.0,False,67710.0,False,46200.0,60030.0,101010.0,133480.0,2024
23-1023,"Judges, Magistrate Judges, and Magistrates",25580,0.8,0.8,143110.0,False,156210.0,False,46520.0,86060.0,189890.0,216540.0,2024
